"","controller","condition","item","rt","NA","subject","group"
"5371","DashedSentence",0.5,11,4931,"FALSE","Native 24",-0.5
"5401","DashedSentence",0.5,4,9159,"FALSE","Native 25",-0.5
"5421","DashedSentence",0.5,2,10329,"FALSE","Native 25",-0.5
"5445","DashedSentence",-0.5,5,5286,"FALSE","Native 25",-0.5
"5493","DashedSentence",-0.5,11,8319,"FALSE","Native 25",-0.5
"5517","DashedSentence",0.5,10,9798,"FALSE","Native 25",-0.5
"5529","DashedSentence",0.5,8,6988,"FALSE","Native 25",-0.5
"5537","DashedSentence",-0.5,7,10090,"FALSE","Native 25",-0.5
"5541","DashedSentence",-0.5,1,5154,"FALSE","Native 25",-0.5
"5557","DashedSentence",-0.5,3,8161,"FALSE","Native 25",-0.5
"5565","DashedSentence",0.5,12,9506,"FALSE","Native 25",-0.5
"5581","DashedSentence",0.5,6,9010,"FALSE","Native 25",-0.5
"5597","DashedSentence",-0.5,9,8863,"FALSE","Native 25",-0.5
"5617","DashedSentence",0.5,1,3661,"FALSE","Native 26",-0.5
"5621","DashedSentence",0.5,11,3037,"FALSE","Native 26",-0.5
"5677","DashedSentence",0.5,3,4453,"FALSE","Native 26",-0.5
"5685","DashedSentence",-0.5,12,4095,"FALSE","Native 26",-0.5
"5701","DashedSentence",-0.5,10,5445,"FALSE","Native 26",-0.5
"5705","DashedSentence",-0.5,6,3355,"FALSE","Native 26",-0.5
"5729","DashedSentence",0.5,9,4835,"FALSE","Native 26",-0.5
"5741","DashedSentence",-0.5,8,4860,"FALSE","Native 26",-0.5
"5745","DashedSentence",0.5,7,6960,"FALSE","Native 26",-0.5
"5777","DashedSentence",0.5,5,3897,"FALSE","Native 26",-0.5
"5801","DashedSentence",-0.5,4,4165,"FALSE","Native 26",-0.5
"5813","DashedSentence",-0.5,2,4317,"FALSE","Native 26",-0.5
"5861","DashedSentence",-0.5,3,4402,"FALSE","Native 27",-0.5
"5873","DashedSentence",-0.5,9,10930,"FALSE","Native 27",-0.5
"5877","DashedSentence",-0.5,7,6414,"FALSE","Native 27",-0.5
"5881","DashedSentence",0.5,4,4869,"FALSE","Native 27",-0.5
"5893","DashedSentence",0.5,12,2673,"FALSE","Native 27",-0.5
"5917","DashedSentence",0.5,10,8993,"FALSE","Native 27",-0.5
"5921","DashedSentence",-0.5,1,4055,"FALSE","Native 27",-0.5
"5929","DashedSentence",0.5,6,2802,"FALSE","Native 27",-0.5
"5945","DashedSentence",-0.5,11,4467,"FALSE","Native 27",-0.5
"5997","DashedSentence",-0.5,5,5343,"FALSE","Native 27",-0.5
"6009","DashedSentence",0.5,2,7335,"FALSE","Native 27",-0.5
"6041","DashedSentence",0.5,8,4778,"FALSE","Native 27",-0.5
"6059","DashedSentence",0.5,5,4202,"FALSE","Native 28",-0.5
"6103","DashedSentence",0.5,11,7824,"FALSE","Native 28",-0.5
"6111","DashedSentence",0.5,1,13198,"FALSE","Native 28",-0.5
"6123","DashedSentence",-0.5,4,7253,"FALSE","Native 28",-0.5
"6135","DashedSentence",-0.5,6,5195,"FALSE","Native 28",-0.5
"6155","DashedSentence",-0.5,8,5998,"FALSE","Native 28",-0.5
"6159","DashedSentence",-0.5,10,11752,"FALSE","Native 28",-0.5
"6203","DashedSentence",0.5,9,6545,"FALSE","Native 28",-0.5
"6207","DashedSentence",0.5,7,10774,"FALSE","Native 28",-0.5
"6211","DashedSentence",-0.5,2,8680,"FALSE","Native 28",-0.5
"6215","DashedSentence",0.5,3,10951,"FALSE","Native 28",-0.5
"6255","DashedSentence",-0.5,12,8354,"FALSE","Native 28",-0.5
"6297","DashedSentence",-0.5,5,2293,"FALSE","Native 29",-0.5
"6309","DashedSentence",0.5,2,2062,"FALSE","Native 29",-0.5
"6313","DashedSentence",0.5,10,3522,"FALSE","Native 29",-0.5
"6329","DashedSentence",-0.5,9,2236,"FALSE","Native 29",-0.5
"6341","DashedSentence",-0.5,7,2757,"FALSE","Native 29",-0.5
"6345","DashedSentence",0.5,6,4514,"FALSE","Native 29",-0.5
